TAZ Number,Area_Name,EmployedIF2,Other1,Other2,Other3,Other4,Other5,Retired1,Retired2,Retired3,Retired4,Retired5,School1,School2,School3,School4,School5,Student1,Student2,Student3,Student4,Student5,Unemployed2,EmployedF1,EmployedF2,EmployedF3,EmployedF4,EmployedF5,EmployedIF1,EmployedIF2,EmployedIF3,EmployedIF4,EmployedIF5
6,Thembalethu SP,0,3.707093822,2.84486644,4.043478261,2.454669981,1.203424824,2.200612687,1.080934755,1.662290326,0.961984203,0.468146591,29.6019149,24.84999115,32.26093843,19.89310606,7.452342344,1.439827048,1.181357212,1.575026511,0.965139052,0.375083004,49.05220009,23.34874464,21.56080446,29.40994982,18.28009671,6.953072101,0,0,0,0,0
1,Loerie Park,21.85774927,1.578947368,2.181064271,2.384615385,4.312718786,18.45251397,2.14239542,1.894209475,2.240743004,3.863206403,16.40742339,4.064189103,6.141194394,6.132820455,11.2662829,36.83404372,1.051302289,1.552640907,1.592334495,2.906906907,9.859324675,8.981714487,6.757880617,11.23270739,11.786108,21.82475725,72.44796877,1.765704584,3.313821466,3.550407013,6.686366797,21.68910117
1,Bergsig,2.428638808,0.951597744,0.292106822,1.277472527,1.890315053,17.29923184,1.882964724,0.369962788,1.750580472,2.469379093,22.43202417,5.143739333,1.727210923,6.899423012,10.3701013,72.51702358,0.887036306,0.29112017,1.194250871,1.783783784,12.94036364,3.924284193,7.904992455,2.9198657,12.25487365,18.56682603,131.8264886,0.198641766,0.082845537,0.355040701,0.547066374,3.795592705
2,Conville,0,7.342105263,5.07097443,7.392307692,11.85017503,5.958624302,0.562378798,0.248614994,0.392130026,0.599235993,0.299093656,20.36712948,15.38787914,20.48919561,33.36239662,12.81866578,2.207734807,1.630272953,2.229268293,3.607207207,1.437818182,29.63767721,18.38450704,15.27903494,21.37571405,35.08419913,13.68690319,2.595585739,2.435658778,3.479398873,5.80802134,2.214095745
6,George Central,4.857277615,4.185291997,2.569472977,7.725500527,13.856556,28.9847708,9.822369411,3.859776157,12.55621829,21.46893969,44.5772462,0.717433132,0.481812263,1.323177016,2.410650366,3.853125371,0.453644138,0.297766749,0.83979285,1.520424534,2.521105853,1.270821703,2.385876905,1.762541882,5.085786327,9.339701394,15.15723381,0.457148173,0.381316443,1.123484959,2.098336778,3.32764292
4,Heather Park,21.85774927,5.338654012,0.4469394,0.488650694,2.892285326,26.46877003,5.577691354,0.298881413,0.353559859,1.994934454,18.12213362,10.49360301,0.960991671,0.959681293,5.769753334,40.34727591,1.990580563,0.178171907,0.182726909,1.091714665,7.919785395,13.08648497,20.06592011,2.021385123,2.12097249,12.85357266,91.26176692,4.680564447,0.532384432,0.570393258,3.515574077,24.39134984
1,Eastern Ext,82.57371946,1.746208742,2.68012135,5.860495437,2.890651267,27.20963924,1.715731925,1.685525381,3.987762973,1.875053955,17.51979108,3.25479551,5.46462213,10.91434149,5.468226677,39.33126703,0.140322128,0.230264541,0.472302604,0.235150405,1.754625578,5.14688844,3.936022917,7.269240531,15.25474687,7.703934484,56.2615967,0.471353342,0.982913147,2.106173652,1.081769667,7.71984957
6,Thembalethu SP,7.285916423,8.807565789,5.79345197,7.600961538,8.747957993,11.43671439,0,0,0,0,0,21.64007507,15.57106817,18.65980315,21.81387471,21.79173183,2.414709945,1.698200993,2.089939024,2.427927928,2.516181818,29.9137796,13.22898327,10.47082987,13.18403416,15.53576632,15.75794775,6.488964346,5.799187566,7.455854728,8.935417447,8.856382979
1,Bodorp,2.428638808,0.582995951,0.402658019,0.586982249,1.592388475,8.138031801,2.682114266,1.185702277,1.870158584,4.836437247,24.53488264,4.834395569,3.652507575,4.863369508,13.40136169,52.33396387,1.018954526,0.752433671,1.028893058,2.817463617,11.41406434,3.890205626,9.378331528,7.794163574,10.9042104,30.28757396,120.0901077,1.36910017,1.284743092,1.835287318,5.184505947,20.08744447
1,Eastern Ext,4.857277615,0.999177632,0.613424326,2.682692308,3.308051342,17.73171264,1.318075307,0.517947903,2.45081266,2.880942275,15.32854985,3.955223805,2.656241041,10.6104763,13.28996569,54.43354863,1.293594613,0.849100496,3.483231707,4.335585586,18.42204545,6.46900434,6.123129401,4.523398502,18.98500919,23.96946803,99.68027521,1.303586587,1.087347669,4.659909205,5.983538469,24.31551577
1,Denneoord,2.428638808,8.227146814,0.63136071,1.380566802,6.809555979,28.48809174,4.143843772,0.203544439,0.481563189,2.264319542,9.403084751,16.53872168,1.388380072,2.772973842,13.89295869,44.4123398,1.742948532,0.143006399,0.293324775,1.460407776,4.843177033,9.068281203,34.63009637,3.197828181,6.710750486,33.89055389,110.0007436,1.56125458,0.162784212,0.348811917,1.791562395,5.682290833
6,Thembalethu SP,43.71549854,5.210526316,5.33149044,8.743589744,4.600233372,2.255307263,0,0,0,0,0,22.69480142,25.40221318,38.05136328,20.33517508,7.617949952,2.207734807,2.415219189,3.715447154,1.973173173,0.766836364,40.33623785,5.321830986,6.552412646,10.3128445,5.555392755,2.113065756,6.303565365,8.763216767,14.08328115,7.715662049,2.867781155
1,Denvar Park,17.00047165,1.360582307,0,0.456628478,2.70274833,21.78967075,4.30758228,0,1.001183044,5.649098725,45.20768786,4.828681153,0,1.619206948,9.734924242,59.97109537,0.880745269,0,0.296445252,1.771132835,11.3189942,2.629125075,7.565852562,0,2.932278803,17.77027228,111.1505285,0.355019326,0,0.158635207,0.977735648,5.976039578
5,George South,31.5723045,2.545168892,1.953191884,2.562571757,3.791915568,22.58367381,2.140396917,1.051356938,1.492435172,2.105237818,12.44586734,5.732326421,4.812129936,5.76668192,8.667547359,39.44541249,1.729941453,1.419391874,1.746814707,2.609116579,12.31802442,6.452562078,12.34780324,11.40226488,14.35682287,21.75139786,100.5068115,2.324405139,2.423541072,3.115879588,4.801119822,21.67831057
6,Thembalethu SP,0,80.76315789,7.197512094,18.36153846,7.762893816,3.382960894,1.937082525,0.110495553,0.30499002,0.122920204,0.053172205,74.16221433,7.229860673,16.84667195,7.234629597,2.409095284,1.901104972,0.181141439,0.433468835,0.184984985,0.06390303,0,13.3314554,1.429617304,3.50011692,1.515107115,0.512258365,0,0,0,0,0
5,George South,7.285916423,0.931837791,0,0.703656999,0.925531304,5.898754465,4.425275785,0,2.314209988,2.901722842,18.35748601,11.06598136,0,8.349227251,11.15485645,54.32472507,2.171542433,0,1.644542183,2.183429331,11.03112966,9.103422191,22.20734242,0,19.36540099,26.07971264,128.9568446,3.40404687,0,3.422359547,4.687432103,22.64911057
2,Levallia,2.428638808,6.617647059,4.875320135,7.995475113,14.4602924,13.74893198,0.413513822,0.194992152,0.345997081,0.596524518,0.562999822,17.11523486,13.79305693,20.66137372,37.95592634,27.57628942,0.811667208,0.639322727,0.983500717,1.795442501,1.353240642,18.70367289,15.29670671,13.56034061,21.34262471,39.52090067,29.15352754,2.453810047,2.456126499,3.947217209,7.433666615,5.358483819
1,Denvar Park,4.857277615,1.45998558,0,1.469968388,2.900209396,20.09554603,3.370420876,0,2.350094332,4.420075819,30.40102636,4.583600568,0,4.611071419,9.240826401,48.92666486,1.134110346,0,1.145172068,2.280636801,12.52674471,1.307309458,11.76369863,0,13.67768292,27.62994996,148.532997,0,0,0,0,0
6,Thembalethu SP,0,30.89244851,12.80189898,17.10702341,7.670843691,2.00570804,0,0,0,0,0,43.01132934,19.49768536,23.79800981,10.8391924,2.165637946,0,0,0,0,0,11.0937623,42.06981017,20.97808001,26.9030726,12.3514167,2.505611568,2.418247582,1.361548385,1.782921783,0.832492309,0.16502577
6,Thembalethu SP,2.428638808,8.141447368,7.497408431,9.6875,6.616102684,3.844273743,0.644392372,0.379828463,0.53100941,0.345713073,0.19939577,26.67124099,26.86772547,31.7094694,21.99718459,9.766602502,0,0,0,0,0,44.1373362,18.29379401,20.27152662,25.13755846,17.57760989,7.923996584,3.398981324,4.252737549,5.38478397,3.82946462,1.686930091
5,George South,51.00141496,9.18784029,0,1.233421751,3.65026355,27.83784435,4.363283775,0,0.405651751,1.144429483,8.663402438,18.05952368,0,2.422367954,7.281826621,42.43420398,3.568536864,0,0.480445753,1.435228332,8.676489028,0,35.65960418,0,5.528201909,16.75107651,99.11205759,4.794801241,0,0.856994796,2.641010083,15.26962583
6,Rosemoor,4.857277615,9.53601108,10.73313207,10.66801619,4.209543696,5.503381358,0.998962338,0.719674982,0.77394084,0.291126798,0.377802512,28.25364954,34.78663404,31.58109098,12.65802902,12.64518008,8.496874091,10.22495756,9.533055199,3.797060218,3.93508134,13.47813552,26.92744626,36.46934933,34.78734627,14.05461205,14.25561108,0.439102851,0.671484876,0.654022345,0.268734359,0.266357383
6,Thembalethu SP,29.14366569,8.700322234,3.738967322,7.591836735,6.913152192,1.506327671,1.291175811,0.355164277,0.780258725,0.677315408,0.146494852,35.62763174,16.74871198,31.06233737,28.7310166,4.783642042,0.844796482,0.388160227,0.739298158,0.67953668,0.117372913,36.92449215,26.65852256,13.78559544,26.86314225,25.04564823,4.233972201,1.135095804,0.662764293,1.318722605,1.250437427,0.206562868
6,Thembalethu SP,2.428638808,2.162471396,0.758631051,0.829431438,0.511389579,0.534855477,0.641845367,0.144124634,0.170491316,0.100206688,0.104032576,78.36917213,30.07486108,30.03385195,18.80918682,15.03207516,22.677276,8.505771928,8.723223754,5.428907168,4.500996047,48.4903166,27.60831292,11.6544889,12.22866936,7.719635437,6.26402892,5.924706577,2.823952206,3.025564237,1.942482054,1.540240518
1,Bodorp,14.57183285,4.973684211,0.381686247,0.834615385,3.293348891,19.91333799,4.78021978,0.23480305,0.555517536,2.089643463,12.54199396,13.38411366,1.123559429,2.244054757,8.994404364,41.55689365,2.759668508,0.226426799,0.464430894,1.84984985,8.866545455,7.807781717,39.18802817,3.618718802,7.594003675,30.68091908,143.9285925,0,0,0,0,0
6,Thembalethu SP,4.857277615,10.65789474,18.5390463,15.5,10.58576429,4.613128492,0.496216586,0.552477764,0.499773562,0.32537701,0.140749956,24.13248115,45.91938536,35.06694263,24.32629825,8.100535017,2.435001625,4.52853598,3.551530368,2.448330684,0.845775401,29.13640685,9.818351284,20.55074875,16.48952141,11.53041077,3.898436822,0.327174673,0.773225009,0.633503996,0.450525249,0.148846773
4,Heather Park,26.71502688,2.605263158,0.436212854,0.715384615,1.881913652,17.22234637,8.699297027,0.932306226,1.654298546,4.148556876,37.6858006,8.001372296,1.465512299,2.195270958,5.865915889,41.01973051,1.13836326,0.203784119,0.313490854,0.832432432,6.038836364,3.920591662,19.9568662,4.020798669,6.328336396,17.04495504,121.0210387,2.294312394,0.521926881,0.838783657,2.297678772,15.94148936
1,Fernridge,12.14319404,4.083484574,0.752091128,0.822281167,1.622339355,21.20978617,5.575307046,0.657258029,0.777499189,1.462326562,18.97697677,21.06944429,4.244932175,4.239143919,8.495464392,84.86840795,2.379024576,0.468469239,0.480445753,0.956818888,9.915987461,1.307026187,27.1096406,6.008089965,6.304089896,12.73473653,129.1685964,1.917920496,0.479932764,0.514196878,1.056404033,10.47060057
4,Blanco,36.42958211,5.796398892,0.593096425,1.296896086,5.117484493,30.94303146,2.441907937,0.159927774,0.378371077,1.42328657,8.542534584,15.16049488,1.696908977,3.389190251,13.58422627,62.76327187,2.178685664,0.238343999,0.488874626,1.947210368,9.333205742,5.210564656,22.91697554,2.821613101,5.921250429,23.92274392,112.2250234,2.341881869,0.325568425,0.697623834,2.866499833,13.14029755
6,George Central,9.714555231,1.441647597,1.137946576,1.451505017,3.682004972,8.290259898,3.708439898,1.873620242,2.585784952,6.25289732,13.97504269,7.969746318,6.881536011,8.017511326,20.65822552,35.54194041,1.399831852,1.181357212,1.413485331,3.619271445,6.459762846,6.358176588,18.40554195,17.48173334,21.40017139,55.58137515,97.09244826,2.633202923,2.823952206,3.529824944,9.323913857,15.91581869
5,George South,43.71549854,4.410163339,0.902509353,2.466843501,3.893614453,21.63398189,4.799612153,0.628681593,1.859237191,2.797494292,15.4291072,12.64166657,2.829954784,7.065239866,11.32728586,48.09209784,2.997570966,0.655856935,1.681560135,2.679092886,11.80002508,3.881071463,20.26966974,4.991336279,13.09310978,21.15925454,91.21290112,4.027633043,1.119843116,2.999481787,4.929885488,20.76669112
6,Thembalethu SP,7.285916423,8.259868421,5.916136835,7.392307692,9.115519253,7.150349162,1.581690368,0.725127065,0.980325064,1.15237691,0.897280967,23.5676784,18.46545496,21.0746012,26.3966215,15.82189605,4.967403315,3.803970223,4.458536585,5.54954955,3.450763636,38.36473744,21.77112676,18.76372712,22.50075163,28.40825841,17.28871982,1.251443124,1.217829389,1.491170946,1.91473231,1.138677812
6,Thembalethu SP,12.14319404,3.618421053,1.666090762,2.914529915,3.593932322,1.409567039,0.781081663,0.230199068,0.435700029,0.512167516,0.19939577,43.64384889,21.98268448,35.12433533,43.99436917,13.18491338,1.533149171,0.754755997,1.238482385,1.541541542,0.479272727,51.86324515,26.87793427,14.89184692,25.00083514,31.56473156,9.604844344,2.574985852,1.610885435,2.761427677,3.545800574,1.054331307
6,Thembalethu SP,0,12.82522344,8.436191991,14.75761974,7.279099976,5.947744282,1.114146675,0.469084894,0.887841568,0.417464843,0.338596591,33.81712065,24.33303439,38.87976741,19.47926786,12.16218425,0.72896904,0.512664451,0.841233318,0.418833928,0.271286449,22.16536541,24.92040925,19.72467272,33.11431372,16.72335212,10.60157347,6.366531057,5.689768933,9.753570964,5.009614094,3.10331479
2,Conville,2.428638808,16.84707051,11.93412526,19.57184325,11.5844213,10.09665859,3.103694308,1.407254681,2.497054409,1.408943845,1.218947728,22.83753602,17.69675229,26.50893233,15.93758279,10.61426989,2.707599291,2.050657802,3.154624942,1.884752677,1.302174957,61.63691189,10.08683231,8.597934261,13.53229166,8.200874597,5.545438433,0,0,0,0,0
5,George South,4.857277615,4.348576359,0.572082432,2.501891551,7.404250435,29.84668926,3.065425414,0.258124857,1.221388605,3.445795875,13.78772721,5.342197896,0.768793337,3.070980138,9.231605334,28.43522302,1.900099629,0.267257861,1.096361455,3.275143996,10.4654307,5.180638749,22.4849342,3.559395543,14.93902362,45.26692979,141.5691074,1.489270506,0.266192216,1.140786516,3.515574077,10.74380886
4,Blanco,12.14319404,2.144985104,1.975303491,2.159651669,4.260936571,22.9786023,0.74276445,0.437812567,0.517907581,0.974084633,5.214387505,8.564076008,8.627166739,8.615403006,17.26571469,71.14877785,0.833107474,0.820263121,0.841233318,1.675335713,7.161962264,12.91064431,12.41456285,13.75669482,14.43444444,29.15866523,121.9996455,0.699618797,0.875349067,0.937843362,1.926774652,7.877645237
6,Rosemoor,4.857277615,4.827935223,5.928020839,17.8234714,20.77946324,16.71766223,0.648898613,0.509979474,1.659011647,1.843803056,1.472461074,7.833511339,10.52162676,28.89501945,34.21784269,21.03575924,0.424564386,0.557358274,1.57191995,1.84984985,1.179748252,21.07073067,8.373510293,12.37168821,35.69830787,42.61238761,26.59803049,0.855687606,1.427492324,4.205866769,5.105952827,3.114332476
6,Thembalethu SP,0,3.767942584,3.965571402,5.690559441,2.405855521,2.096876587,0.298231181,0.200901005,0.311921611,0.125713845,0.108761329,27.15617264,31.26426237,40.97839122,17.59774767,11.719923,1.756152687,1.976088428,2.659922395,1.135135135,0.784264463,37.96408194,17.44622279,22.09408561,30.42715277,13.17110163,8.90631021,12.19138756,17.43270929,24.5139466,10.79212757,7.131113567
6,Thembalethu SP,4.857277615,7.443609023,6.854773423,7.494505495,3.23453909,0.60410016,1.606796565,0.947104738,1.120371502,0.460950764,0.08545533,39.90294755,40.19690876,40.14209752,17.59774767,2.511412072,0,0,0,0,0,64.55083854,6.220321932,6.892797718,7.232384452,3.195929071,0.463090709,13.24278438,16.56910733,17.75203507,7.978051292,1.129640686
4,Glen Barrie,9.714555231,2.353041695,0.25492959,0.418081918,0.549909833,9.166346224,10.86413586,0.753378769,1.336806906,1.676184596,27.73413897,16.70180191,1.979393234,2.965041294,3.961397744,50.45655163,6.092774629,0.705745867,1.08568261,1.441441441,19.04642267,2.614046578,43.25951162,5.639561769,8.876108191,11.95360484,154.5880986,3.27457941,0.482010395,0.774634257,1.060977211,13.407808
6,Thembalethu SP,2.428638808,20.66243194,16.54600481,10.85411141,1.784573291,1.166538239,1.672592114,0.857293082,0.608477626,0.095369124,0.061881446,50.76732767,44.47071803,26.64604749,4.450005158,2.222744018,1.094351305,0.936938479,0.576534903,0.095681889,0.049579937,20.75810394,25.90013356,24.95668139,15.71173174,2.644906817,1.341366193,17.64486857,19.19731056,12.34072507,2.112808066,1.047060057
2,Parkdene,0,16.38616891,2.662927308,9.704830054,8.616319774,5.006496037,2.223358037,0.231269762,0.911930292,0.771824535,0.44516265,58.66545269,10.4289945,34.71591283,31.30762085,13.90037379,0,0,0,0,0,42.38363411,40.16688503,7.854583446,27.47184792,24.97284111,11.25777105,0,0,0,0,0
6,Deville Park,2.428638808,0.348297214,0.641489491,1.052036199,1.037820029,18.99523497,0.468648998,0.552477764,0.980325064,0.921901528,16.74924471,2.167929749,4.367801361,6.542768346,6.556023641,91.69116232,0.811667208,1.598306817,2.458751793,2.448330684,35.52256684,10.50768961,3.652236951,8.094156797,12.73939614,12.86726998,182.7180389,0.145410966,0.363870592,0.58477292,0.600700333,8.335419274
6,Lawaaikamp,19.42911046,8.493647913,4.888592331,7.482758621,6.854383777,3.446590252,1.939237233,0.714410901,1.18315094,1.033165506,0.515678717,37.72433835,23.75140622,33.20662737,30.8971949,11.87147373,1.522575729,0.936938479,1.345248108,1.243864554,0.495799373,53.0090902,6.673142302,4.621607665,6.789019888,6.367368264,2.484011468,14.83191851,11.59837513,17.39699436,16.59434669,6.325987842
5,George South,31.5723045,5.563909774,1.921413762,5.601953602,8.980163361,27.99607608,3.927724936,0.868179343,2.738685894,4.18514027,12.95123004,10.34520862,3.908032796,10.40721047,16.94597924,40.36862368,2.453038674,0.905707196,2.47696477,4.008008008,9.904969697,5.120471562,9.215291751,3.829332066,10.71464363,17.58606473,42.53573924,9.417091115,4.418428622,12.62366938,21.07218627,49.80460269
6,Thembalethu SP,4.857277615,7.636116152,2.895550842,7.236074271,4.461433227,4.666152957,0,0,0,0,0,34.96524445,14.50351827,33.10569537,20.73297857,16.56954631,3.235473424,1.31171387,3.074852817,1.913637776,1.586557994,50.94256299,38.99617533,17.79318951,42.6738393,26.93886573,21.85930092,0,0,0,0,0
6,Thembalethu SP,31.5723045,5.921052632,6.939749953,8.671328671,5.880980163,2.096876587,1.124757595,0.843784221,1.140741893,0.737521222,0.26102719,26.18630933,33.57355448,38.31745673,26.3966215,7.191770934,1.655801105,2.074892849,2.431929047,1.664864865,0.470558678,56.09014218,15.48169014,21.8341552,26.1826928,18.18128538,5.029445766,1.853989813,2.95231367,3.614959868,2.552976413,0.690107765
6,Thembalethu SP,0,15.94265515,12.67947065,9.485074627,6.477855762,3.763945635,0,0,0,0,0,37.26012174,32.41625711,22.14930101,15.36519759,6.822044733,0.906159809,0.770527018,0.540680743,0.37273094,0.171679783,24.52322318,30.18351902,28.8857377,20.73763303,14.5009319,6.53702839,18.26318323,19.73454873,14.4665838,10.2881139,4.532050991
3,Pacaltsdorp,0,5.526315789,5.937341626,9.273504274,6.403733956,28.70391061,1.71837966,1.18168855,1.996958464,1.31456329,5.848942598,12.60822301,14.81795769,21.13964626,14.82773183,50.78633301,1.839779006,2.113316791,3.096205962,2.158158158,7.668363636,11.41258428,16.66431925,21.54353855,32.29274539,22.8318225,79.40004658,2.26598755,3.30768476,5.062617408,3.640355256,12.37082067
6,Thembalethu SP,7.285916423,11.57894737,7.330799355,10.2008547,3.593932322,7.517690875,1.666307549,0.6752506,1.0166334,0.34144501,0.708962739,41.3808345,28.65890717,36.42523664,13.03536864,20.83541867,1.635359116,1.106975462,1.444896116,0.513847181,0.852040404,48.31474687,33.68701095,25.6636162,34.27197817,12.3628532,20.06345263,0,0,0,0,0
6,Lawaaikamp,2.428638808,12.12794918,9.137907204,5.550397878,3.832776727,0.715830283,2.133160957,1.028751698,0.676086251,0.44505591,0.082508595,40.83458965,33.65624796,18.67241964,13.09717427,1.869125651,1.046770813,0.843244631,0.480445753,0.334886611,0.049579937,72.13565768,30.2793832,27.45234953,16.00268974,11.31432361,1.639447569,7.032375154,7.198991462,4.284973981,3.08117843,0.436275024
1,Eastern Ext,2.428638808,5.235457064,0,3.294534413,7.150033778,44.18891502,2.367910727,0,1.03192112,2.134929854,13.09715376,5.512907228,0,3.466217303,7.641127277,36.08502609,2.614422797,0,1.649951861,3.614509246,17.70786603,9.13189767,21.89844329,0,15.91336053,35.36080586,169.5507786,0.585470467,0,0.490516758,1.108529232,5.193968965
6,Thembalethu SP,9.714555231,0,0,0,0,0,0.937297996,0.10177222,0.137589483,0.048521133,0.020989028,102.8055107,19.07737062,21.7729798,8.181409004,2.724368066,45.99447514,8.342039963,9.777492512,3.65101944,1.261244019,68.77277057,61.28169014,12.50915141,15.00050109,5.681651682,1.920968869,6.179966044,1.424361858,1.744059585,0.671835898,0.221964486
6,Thembalethu SP,38.85822092,10.75391181,5.30529147,5.027027027,3.814689836,3.98973275,1.063959887,0.335966208,0.344438536,0.249162575,0.258675594,34.12870345,18.41792483,15.94043597,12.28671571,9.819394948,1.044198895,0.550767889,0.489535267,0.374969564,0.310879607,38.4300729,40.27331557,23.90745154,21.7405911,16.89139689,13.70637247,9.119625568,6.112657164,5.675853374,4.484958564,3.556231003
3,Pacaltsdorp,0,4.398496241,9.451278507,8.857142857,20.3873979,22.84596967,0.602548712,0.828716645,0.840278626,1.843803056,2.050927924,8.936597629,21.00567628,17.98031452,42.03906387,35.99690637,0.591357537,1.358560794,1.194250871,2.774774775,2.464831169,21.17943939,9.157696177,23.67803661,21.29535422,50.18792319,43.63343574,0.926994907,2.706287531,2.485284909,5.956944964,5.060790274
6,Rosemoor,9.714555231,12.18045113,13.08638563,20.43956044,26.21236873,15.81644054,0.803398282,0.552477764,0.933642918,1.141401892,0.683642641,19.53581807,22.95969268,32.75483652,42.66755486,19.6727279,0.788476717,0.905707196,1.326945412,1.717717718,0.82161039,7.394313985,2.073440644,2.680532446,4.017991362,5.275819419,2.469817117,10.85908319,15.85111268,24.26111459,32.39848639,14.8208858
6,Thembalethu SP,9.714555231,21.62471396,9.293230372,20.32107023,10.02323576,5.615982512,1.375382929,0.378327164,0.895079406,0.420868089,0.234073296,49.33652483,23.19332507,46.32339877,23.20862374,9.936456459,0.899891905,0.413475024,0.848091198,0.422248335,0.187541502,30.84273979,24.45307716,12.64512045,26.53621252,13.40128712,5.825546896,1.813685687,1.058982077,2.269173178,1.165489232,0.495077309
6,Thembalethu SP,14.57183285,3.738721805,2.632856156,4.428571429,3.276546091,1.427873105,0.34144427,0.15390452,0.280092875,0.197550327,0.08545533,28.26458785,21.77332558,33.45174794,25.13963953,8.371373573,3.351026046,2.523041475,3.980836237,2.972972973,1.027012987,55.25895963,31.72364185,26.8819111,43.39430671,32.8724133,11.11417703,4.952801358,4.738764697,7.810895429,6.017730117,1.988167607
6,Thembalethu SP,9.714555231,8.975069252,6.198814244,18.07287449,7.428606522,1.942369891,0.295988841,0.130849997,0.412768448,0.16173711,0.041978057,28.78962663,21.7512878,57.92434248,24.18403919,4.83189808,0.580982844,0.429019198,1.173299101,0.486802592,0.100899522,41.56023386,23.42624166,19.4691304,54.47550394,22.92596293,4.650766735,5.854704673,5.493967168,15.69653627,6.718358982,1.331786914
6,King George Park,14.57183285,1.657894737,0.508914997,1.112820513,6.586697783,40.90307263,1.462184874,0.287288437,0.679692044,3.835110357,23.64036254,3.14235712,1.055168855,2.10746012,12.67037832,60.123205,0.551933702,0.181141439,0.371544715,2.21981982,10.92741818,5.237009123,8.031126761,2.966455907,6.225207951,37.72616717,181.7620744,0.29663837,0.123716001,0.265097057,1.633904905,7.692401216
6,Thembalethu SP,34.00094331,11.84210526,8.178991016,20.86538462,16.17269545,24.98777933,0.86519815,0.382484606,1.055734684,0.780070524,1.196374622,21.93383175,16.57156215,38.61425327,30.40123716,35.8922642,2.122821929,1.567570147,3.751172608,2.934857935,3.594545455,6.240657991,16.00270856,13.29956483,32.56118385,25.8405889,30.97562301,1.140916808,1.070619243,2.676460671,2.160210811,2.530395137
6,Deville Park,4.857277615,0.54981203,1.012636983,2.214285714,4.368728121,29.27139864,0.677867301,0.799119622,1.890626909,3.555905894,23.64976262,1.818493704,3.663780747,7.317569861,14.66478972,75.08075674,0.246398974,0.485200284,0.995209059,1.981981982,10.52688312,15.635804,3.455734406,7.658664131,16.07196545,32.46658104,168.7708363,0.297962649,0.74560983,1.597683156,3.282398246,16.67349653
4,Blanco,4.857277615,3.700657895,0.757313983,1.655982906,2.042007001,27.76419926,2.636150614,0.345298602,0.816937553,0.960314092,12.96072508,13.09315467,2.931024597,5.854055889,7.332394862,76.17949952,3.449585635,0.754755997,1.548102981,1.926926927,20.76848485,7.850177972,24.19014085,5.956738769,12.50041757,15.78236578,166.4839686,3.012733447,0.837660426,1.79492799,2.304770373,23.75759878
6,Rosemoor,12.14319404,2.605263158,4.798341396,9.617948718,11.21306884,13.53184358,0.749838397,0.883964422,1.917080125,2.130616865,2.552265861,7.758906469,15.63213119,28.61982879,33.89195847,31.25312801,0.551933702,1.086848635,2.043495935,2.404804805,2.300509091,47.28790879,8.385915493,18.58502496,35.75119425,42.67551708,39.95615247,0.741595925,1.855740021,3.645084534,4.425159116,4.048632219
3,Pacaltsdorp,0,5.351720648,4.928366381,5.388313609,13.82030338,33.35646755,1.35187211,0.796842928,0.942620254,2.30475382,5.521729026,12.03003527,12.11865939,12.10213477,31.52929791,58.14884875,1.857469188,1.828831838,1.875586304,4.855855856,9.290517483,21.62795033,13.95585049,15.46461026,16.22650358,42.61238761,79.79409148,1.42614601,1.784365405,1.911757622,5.105952827,9.342997428
6,Thembalethu SP,7.285916423,4.320768137,2.94738415,2.255717256,0.953672459,1.454590065,1.53894198,0.671932415,0.556400712,0.224246318,0.339511717,59.44999956,44.36145336,31.01067444,13.31721445,15.52097911,1.006906077,0.734357186,0.527191826,0.224981738,0.272019656,76.44811587,35.30452988,28.97872915,21.28449478,9.213489213,10.90279628,9.470380397,8.777148749,6.582646516,2.897973226,3.35106383
6,Ballotsview,4.857277615,27.77308838,9.300387268,25.42089985,37.61608067,42.62066512,1.459001598,0.312723262,0.924834966,1.304577634,1.467251895,8.454280162,3.09693165,7.731771928,11.62115412,10.06144333,0.572761389,0.20506578,0.525770824,0.785313616,0.705344768,20.06182512,19.07826202,7.687564751,20.16576797,30.55227791,26.85731947,3.463113047,1.57562832,4.220295129,6.502864449,5.585966623
6,Rosemoor,0,5.092105263,4.689288182,25.63461538,30.34585764,46.28505587,0.702973497,0.414358323,2.45081266,2.765704584,4.187311178,4.946302874,4.982741815,24.87973753,29.91617104,34.86677093,1.103867403,1.086848635,5.573170732,6.659459459,8.051781818,7.549177651,6.410387324,7.103410982,37.26686988,45.16913087,53.45095878,0.185398981,0.231967503,1.242642455,1.531785848,1.771276596
6,Thembalethu SP,19.42911046,8.721804511,5.521900813,8.232600733,6.497082847,6.370510774,2.856527226,1.157572457,1.867285836,1.404802328,1.367285283,34.73034324,24.05301138,32.75483652,26.25695684,19.6727279,3.504340963,2.372090275,3.317363531,2.642642643,2.054025974,71.8016987,23.95975855,18.25314951,26.11694385,21.10327767,16.05381126,0.470854556,0.405022624,0.591734502,0.486281222,0.36148502
3,Pacaltsdorp,34.00094331,2.625858124,2.418136474,4.406354515,3.47744914,9.092543114,1.467075124,0.864747804,1.704913155,1.282645604,3.329042427,22.77070377,22.93845337,38.17862536,30.60477855,61.14742436,6.119264953,6.024921782,10.29825027,8.203681943,17.00376285,27.66861447,13.56751378,15.03429067,26.29163913,21.24443672,43.09651897,3.627371374,4.538494617,8.104189921,6.65993847,13.20206158
